"age","-","state","-","kind","-",deaths,population,-
"55-64 years","55-64","Iowa","19","Non-Injury: Chronic lower respiratory diseases","GR113 082",222,415696,53.4
"55-64 years","55-64","Iowa","19","Non-Injury: Complications of medical and surgical care","GR113-135",10,415696,Unreliable
"55-64 years","55-64","Iowa","19","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",18,415696,Unreliable
"55-64 years","55-64","Iowa","19","Non-Injury: Diabetes mellitus","GR113-046",151,415696,36.3
"55-64 years","55-64","Iowa","19","Non-Injury: Diseases of Heart","GR113 055-068",854,415696,205.4
"55-64 years","55-64","Iowa","19","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",33,415696,7.9
"55-64 years","55-64","Iowa","19","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",13,415696,Unreliable
"55-64 years","55-64","Iowa","19","Non-Injury: Influenza & Pneumonia","GR113 077-078",39,415696,9.4
"55-64 years","55-64","Iowa","19","Non-Injury: Intestinal infections","GR113 001-003",14,415696,Unreliable
"55-64 years","55-64","Iowa","19","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",1106,415696,266.1
"55-64 years","55-64","Iowa","19","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",49,415696,11.8
"55-64 years","55-64","Iowa","19","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",16,415696,Unreliable
"55-64 years","55-64","Iowa","19","Non-Injury: Other diseases of respiratory system","GR113-089",53,415696,12.7
"55-64 years","55-64","Iowa","19","Non-Injury: Other diseases of the circulatory system","GR113 073-074",21,415696,5.1
"55-64 years","55-64","Iowa","19","Non-Injury: Parkinsons disease","GR113-051",13,415696,Unreliable
"55-64 years","55-64","Iowa","19","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",21,415696,5.1
"55-64 years","55-64","Iowa","19","Non-Injury: Septicemia","GR113-010",47,415696,11.3
"55-64 years","55-64","Iowa","19","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",18,415696,Unreliable
"55-64 years","55-64","Iowa","19","Non-Injury: Viral hepatitis","GR113-015",10,415696,Unreliable
"55-64 years","55-64","Iowa","19","Poisoning","GRINJ-015",86,415696,20.7
"55-64 years","55-64","Iowa","19","Suffocation","GRINJ-017",35,415696,8.4
"55-64 years","55-64","Kansas","20","Fall","GRINJ-003",36,371505,9.7
"55-64 years","55-64","Kansas","20","Firearm","GRINJ-006",44,371505,11.8
"55-64 years","55-64","Kansas","20","Motor Vehicle Traffic","GRINJ-008",55,371505,14.8
"55-64 years","55-64","Kansas","20","Non-Injury: All other diseases (Residual)","GR113-111",386,371505,103.9
"55-64 years","55-64","Kansas","20","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",109,371505,29.3
"55-64 years","55-64","Kansas","20","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",112,371505,30.1
"55-64 years","55-64","Kansas","20","Non-Injury: Chronic lower respiratory diseases","GR113 082",245,371505,65.9
"55-64 years","55-64","Kansas","20","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",13,371505,Unreliable
"55-64 years","55-64","Kansas","20","Non-Injury: Diabetes mellitus","GR113-046",159,371505,42.8
"55-64 years","55-64","Kansas","20","Non-Injury: Diseases of Heart","GR113 055-068",663,371505,178.5
"55-64 years","55-64","Kansas","20","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",34,371505,9.2
"55-64 years","55-64","Kansas","20","Non-Injury: Influenza & Pneumonia","GR113 077-078",51,371505,13.7
"55-64 years","55-64","Kansas","20","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",1127,371505,303.4
"55-64 years","55-64","Kansas","20","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",65,371505,17.5
"55-64 years","55-64","Kansas","20","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",17,371505,Unreliable
"55-64 years","55-64","Kansas","20","Non-Injury: Other diseases of respiratory system","GR113-089",58,371505,15.6
"55-64 years","55-64","Kansas","20","Non-Injury: Other diseases of the circulatory system","GR113 073-074",28,371505,7.5
"55-64 years","55-64","Kansas","20","Non-Injury: Peptic ulcer","GR113-090",11,371505,Unreliable
"55-64 years","55-64","Kansas","20","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",17,371505,Unreliable
"55-64 years","55-64","Kansas","20","Non-Injury: Septicemia","GR113-010",38,371505,10.2
"55-64 years","55-64","Kansas","20","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",35,371505,9.4
"55-64 years","55-64","Kansas","20","Non-Injury: Viral hepatitis","GR113-015",21,371505,5.7
"55-64 years","55-64","Kansas","20","Poisoning","GRINJ-015",92,371505,24.8
"55-64 years","55-64","Kansas","20","Suffocation","GRINJ-017",30,371505,8.1
"55-64 years","55-64","Kentucky","21","Fall","GRINJ-003",40,598289,6.7
"55-64 years","55-64","Kentucky","21","Fire/Flame","GRINJ-004",12,598289,Unreliable
"55-64 years","55-64","Kentucky","21","Firearm","GRINJ-006",116,598289,19.4
"55-64 years","55-64","Kentucky","21","Motor Vehicle Traffic","GRINJ-008",104,598289,17.4
"55-64 years","55-64","Kentucky","21","Non-Injury: All other diseases (Residual)","GR113-111",700,598289,117.0
"55-64 years","55-64","Kentucky","21","Non-Injury: Alzheimers disease","GR113-052",23,598289,3.8
"55-64 years","55-64","Kentucky","21","Non-Injury: Anemias","GR113-045",15,598289,Unreliable
"55-64 years","55-64","Kentucky","21","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",237,598289,39.6
"55-64 years","55-64","Kentucky","21","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",281,598289,47.0
"55-64 years","55-64","Kentucky","21","Non-Injury: Chronic lower respiratory diseases","GR113 082",548,598289,91.6
"55-64 years","55-64","Kentucky","21","Non-Injury: Complications of medical and surgical care","GR113-135",14,598289,Unreliable
"55-64 years","55-64","Kentucky","21","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",17,598289,Unreliable
"55-64 years","55-64","Kentucky","21","Non-Injury: Diabetes mellitus","GR113-046",319,598289,53.3
"55-64 years","55-64","Kentucky","21","Non-Injury: Diseases of Heart","GR113 055-068",1678,598289,280.5
"55-64 years","55-64","Kentucky","21","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",44,598289,7.4
"55-64 years","55-64","Kentucky","21","Non-Injury: Human immunodeficiency virus (HIV) disease","GR113-016",17,598289,Unreliable
"55-64 years","55-64","Kentucky","21","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",26,598289,4.3
"55-64 years","55-64","Kentucky","21","Non-Injury: Influenza & Pneumonia","GR113 077-078",105,598289,17.6
"55-64 years","55-64","Kentucky","21","Non-Injury: Intestinal infections","GR113 001-003",21,598289,3.5
"55-64 years","55-64","Kentucky","21","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",2146,598289,358.7
"55-64 years","55-64","Kentucky","21","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",117,598289,19.6
"55-64 years","55-64","Kentucky","21","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",35,598289,5.9
"55-64 years","55-64","Kentucky","21","Non-Injury: Other diseases of respiratory system","GR113-089",119,598289,19.9
"55-64 years","55-64","Kentucky","21","Non-Injury: Other diseases of the circulatory system","GR113 073-074",49,598289,8.2
"55-64 years","55-64","Kentucky","21","Non-Injury: Parkinsons disease","GR113-051",12,598289,Unreliable
"55-64 years","55-64","Kentucky","21","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",26,598289,4.3
"55-64 years","55-64","Kentucky","21","Non-Injury: Septicemia","GR113-010",158,598289,26.4
"55-64 years","55-64","Kentucky","21","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",46,598289,7.7
"55-64 years","55-64","Kentucky","21","Non-Injury: Viral hepatitis","GR113-015",36,598289,6.0
"55-64 years","55-64","Kentucky","21","Poisoning","GRINJ-015",224,598289,37.4
"55-64 years","55-64","Kentucky","21","Suffocation","GRINJ-017",41,598289,6.9
"55-64 years","55-64","Kentucky","21","Unspecified Injury","GRINJ-020",21,598289,3.5
"55-64 years","55-64","Louisiana","22","Drowning","GRINJ-002",17,604670,Unreliable
"55-64 years","55-64","Louisiana","22","Fall","GRINJ-003",36,604670,6.0
"55-64 years","55-64","Louisiana","22","Fire/Flame","GRINJ-004",13,604670,Unreliable
"55-64 years","55-64","Louisiana","22","Firearm","GRINJ-006",123,604670,20.3
"55-64 years","55-64","Louisiana","22","Motor Vehicle Traffic","GRINJ-008",86,604670,14.2
"55-64 years","55-64","Louisiana","22","Non-Injury: All other diseases (Residual)","GR113-111",641,604670,106.0
"55-64 years","55-64","Louisiana","22","Non-Injury: Alzheimers disease","GR113-052",31,604670,5.1
"55-64 years","55-64","Louisiana","22","Non-Injury: Anemias","GR113-045",13,604670,Unreliable
"55-64 years","55-64","Louisiana","22","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",276,604670,45.6
"55-64 years","55-64","Louisiana","22","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",191,604670,31.6
"55-64 years","55-64","Louisiana","22","Non-Injury: Chronic lower respiratory diseases","GR113 082",306,604670,50.6
"55-64 years","55-64","Louisiana","22","Non-Injury: Complications of medical and surgical care","GR113-135",11,604670,Unreliable
"55-64 years","55-64","Louisiana","22","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",18,604670,Unreliable
"55-64 years","55-64","Louisiana","22","Non-Injury: Diabetes mellitus","GR113-046",269,604670,44.5
"55-64 years","55-64","Louisiana","22","Non-Injury: Diseases of Heart","GR113 055-068",1778,604670,294.0
"55-64 years","55-64","Louisiana","22","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",45,604670,7.4
"55-64 years","55-64","Louisiana","22","Non-Injury: Human immunodeficiency virus (HIV) disease","GR113-016",32,604670,5.3
"55-64 years","55-64","Louisiana","22","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",33,604670,5.5
"55-64 years","55-64","Louisiana","22","Non-Injury: Influenza & Pneumonia","GR113 077-078",96,604670,15.9
"55-64 years","55-64","Louisiana","22","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",2093,604670,346.1
"55-64 years","55-64","Louisiana","22","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",131,604670,21.7
"55-64 years","55-64","Louisiana","22","Non-Injury: Nutritional Deficiencies","GR113 048-049",23,604670,3.8
"55-64 years","55-64","Louisiana","22","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",27,604670,4.5
"55-64 years","55-64","Louisiana","22","Non-Injury: Other diseases of respiratory system","GR113-089",124,604670,20.5
"55-64 years","55-64","Louisiana","22","Non-Injury: Other diseases of the circulatory system","GR113 073-074",47,604670,7.8
"55-64 years","55-64","Louisiana","22","Non-Injury: Parkinsons disease","GR113-051",10,604670,Unreliable
"55-64 years","55-64","Louisiana","22","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",24,604670,4.0
"55-64 years","55-64","Louisiana","22","Non-Injury: Septicemia","GR113-010",189,604670,31.3
"55-64 years","55-64","Louisiana","22","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",88,604670,14.6
"55-64 years","55-64","Louisiana","22","Non-Injury: Viral hepatitis","GR113-015",45,604670,7.4
"55-64 years","55-64","Louisiana","22","Other transport","GRINJ-012",10,604670,Unreliable
"55-64 years","55-64","Louisiana","22","Poisoning","GRINJ-015",218,604670,36.1
"55-64 years","55-64","Louisiana","22","Suffocation","GRINJ-017",27,604670,4.5
"55-64 years","55-64","Louisiana","22","Unspecified Injury","GRINJ-020",23,604670,3.8
"55-64 years","55-64","Maine","23","Fall","GRINJ-003",18,211560,Unreliable
"55-64 years","55-64","Maine","23","Firearm","GRINJ-006",22,211560,10.4
"55-64 years","55-64","Maine","23","Motor Vehicle Traffic","GRINJ-008",26,211560,12.3
"55-64 years","55-64","Maine","23","Non-Injury: All other diseases (Residual)","GR113-111",212,211560,100.2
"55-64 years","55-64","Maine","23","Non-Injury: Alzheimers disease","GR113-052",10,211560,Unreliable
"55-64 years","55-64","Maine","23","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",44,211560,20.8
"55-64 years","55-64","Maine","23","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",70,211560,33.1
"55-64 years","55-64","Maine","23","Non-Injury: Chronic lower respiratory diseases","GR113 082",128,211560,60.5
"55-64 years","55-64","Maine","23","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",10,211560,Unreliable
"55-64 years","55-64","Maine","23","Non-Injury: Diabetes mellitus","GR113-046",81,211560,38.3
"55-64 years","55-64","Maine","23","Non-Injury: Diseases of Heart","GR113 055-068",291,211560,137.5
"55-64 years","55-64","Maine","23","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",16,211560,Unreliable
"55-64 years","55-64","Maine","23","Non-Injury: Influenza & Pneumonia","GR113 077-078",25,211560,11.8
"55-64 years","55-64","Maine","23","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",639,211560,302.0
"55-64 years","55-64","Maine","23","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",11,211560,Unreliable
"55-64 years","55-64","Maine","23","Non-Injury: Other diseases of respiratory system","GR113-089",18,211560,Unreliable
"55-64 years","55-64","Maine","23","Non-Injury: Septicemia","GR113-010",10,211560,Unreliable
"55-64 years","55-64","Maine","23","Poisoning","GRINJ-015",63,211560,29.8
"55-64 years","55-64","Maine","23","Suffocation","GRINJ-017",12,211560,Unreliable
"55-64 years","55-64","Maryland","24","Cut/Pierce","GRINJ-001",10,818519,Unreliable
"55-64 years","55-64","Maryland","24","Drowning","GRINJ-002",13,818519,Unreliable
"55-64 years","55-64","Maryland","24","Fall","GRINJ-003",58,818519,7.1
"55-64 years","55-64","Maryland","24","Fire/Flame","GRINJ-004",11,818519,Unreliable
"55-64 years","55-64","Maryland","24","Firearm","GRINJ-006",72,818519,8.8
"55-64 years","55-64","Maryland","24","Motor Vehicle Traffic","GRINJ-008",73,818519,8.9
"55-64 years","55-64","Maryland","24","Non-Injury: All other diseases (Residual)","GR113-111",661,818519,80.8
"55-64 years","55-64","Maryland","24","Non-Injury: Alzheimers disease","GR113-052",12,818519,Unreliable
"55-64 years","55-64","Maryland","24","Non-Injury: Anemias","GR113-045",10,818519,Unreliable
"55-64 years","55-64","Maryland","24","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",248,818519,30.3
"55-64 years","55-64","Maryland","24","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",187,818519,22.8
"55-64 years","55-64","Maryland","24","Non-Injury: Chronic lower respiratory diseases","GR113 082",253,818519,30.9
"55-64 years","55-64","Maryland","24","Non-Injury: Complications of medical and surgical care","GR113-135",19,818519,Unreliable
"55-64 years","55-64","Maryland","24","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",17,818519,Unreliable
"55-64 years","55-64","Maryland","24","Non-Injury: Diabetes mellitus","GR113-046",271,818519,33.1
"55-64 years","55-64","Maryland","24","Non-Injury: Diseases of Heart","GR113 055-068",1544,818519,188.6
"55-64 years","55-64","Maryland","24","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",87,818519,10.6
"55-64 years","55-64","Maryland","24","Non-Injury: Human immunodeficiency virus (HIV) disease","GR113-016",67,818519,8.2
"55-64 years","55-64","Maryland","24","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",38,818519,4.6
"55-64 years","55-64","Maryland","24","Non-Injury: Influenza & Pneumonia","GR113 077-078",83,818519,10.1
"55-64 years","55-64","Maryland","24","Non-Injury: Intestinal infections","GR113 001-003",13,818519,Unreliable
"55-64 years","55-64","Maryland","24","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",2031,818519,248.1
