state,kind,age,deaths,population
Kansas,Influenza Pneumonia,65-74 years,Suppressed,272236
Kansas,Influenza Pneumonia,75-84 years,Suppressed,137573
Kansas,Influenza Pneumonia,85+ years,Suppressed,65678
Kansas,Influenza Pneumonia,< 1 year,Suppressed,35325
Kansas,Influenza Pneumonia,All Ages,Suppressed,2913314
Kansas,Influenza Pneumonia,Not Stated,Suppressed,Not Applicable
Kansas,Liver Disease,1-4 years,Suppressed,150006
Kansas,Liver Disease,15-24 years,Suppressed,412813
Kansas,Liver Disease,25-34 years,Suppressed,382922
Kansas,Liver Disease,35-44 years,Suppressed,361029
Kansas,Liver Disease,45-54 years,Suppressed,327961
Kansas,Liver Disease,5-14 years,Suppressed,396266
Kansas,Liver Disease,55-64 years,Suppressed,371505
Kansas,Liver Disease,65-74 years,Suppressed,272236
Kansas,Liver Disease,75-84 years,Suppressed,137573
Kansas,Liver Disease,85+ years,Suppressed,65678
Kansas,Liver Disease,< 1 year,Suppressed,35325
Kansas,Liver Disease,All Ages,Suppressed,2913314
Kansas,Liver Disease,Not Stated,Suppressed,Not Applicable
Kansas,Poisoning Accidents,1-4 years,Suppressed,150006
Kansas,Poisoning Accidents,15-24 years,30,412813
Kansas,Poisoning Accidents,25-34 years,88,382922
Kansas,Poisoning Accidents,35-44 years,83,361029
Kansas,Poisoning Accidents,45-54 years,70,327961
Kansas,Poisoning Accidents,5-14 years,Suppressed,396266
Kansas,Poisoning Accidents,55-64 years,78,371505
Kansas,Poisoning Accidents,65-74 years,20,272236
Kansas,Poisoning Accidents,75-84 years,Suppressed,137573
Kansas,Poisoning Accidents,85+ years,Suppressed,65678
Kansas,Poisoning Accidents,< 1 year,Suppressed,35325
Kansas,Poisoning Accidents,All Ages,377,2913314
Kansas,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Kansas,Respiratory Clrd Disease,1-4 years,Suppressed,150006
Kansas,Respiratory Clrd Disease,15-24 years,Suppressed,412813
Kansas,Respiratory Clrd Disease,25-34 years,Suppressed,382922
Kansas,Respiratory Clrd Disease,35-44 years,Suppressed,361029
Kansas,Respiratory Clrd Disease,45-54 years,Suppressed,327961
Kansas,Respiratory Clrd Disease,5-14 years,Suppressed,396266
Kansas,Respiratory Clrd Disease,55-64 years,Suppressed,371505
Kansas,Respiratory Clrd Disease,65-74 years,Suppressed,272236
Kansas,Respiratory Clrd Disease,75-84 years,Suppressed,137573
Kansas,Respiratory Clrd Disease,85+ years,Suppressed,65678
Kansas,Respiratory Clrd Disease,< 1 year,Suppressed,35325
Kansas,Respiratory Clrd Disease,All Ages,Suppressed,2913314
Kansas,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Kansas,Suffocation Accidents,1-4 years,Suppressed,150006
Kansas,Suffocation Accidents,15-24 years,Suppressed,412813
Kansas,Suffocation Accidents,25-34 years,Suppressed,382922
Kansas,Suffocation Accidents,35-44 years,Suppressed,361029
Kansas,Suffocation Accidents,45-54 years,Suppressed,327961
Kansas,Suffocation Accidents,5-14 years,Suppressed,396266
Kansas,Suffocation Accidents,55-64 years,13,371505
Kansas,Suffocation Accidents,65-74 years,11,272236
Kansas,Suffocation Accidents,75-84 years,16,137573
Kansas,Suffocation Accidents,85+ years,14,65678
Kansas,Suffocation Accidents,< 1 year,14,35325
Kansas,Suffocation Accidents,All Ages,81,2913314
Kansas,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Kansas,Suicides,1-4 years,Suppressed,150006
Kansas,Suicides,15-24 years,85,412813
Kansas,Suicides,25-34 years,104,382922
Kansas,Suicides,35-44 years,106,361029
Kansas,Suicides,45-54 years,66,327961
Kansas,Suicides,5-14 years,Suppressed,396266
Kansas,Suicides,55-64 years,66,371505
Kansas,Suicides,65-74 years,48,272236
Kansas,Suicides,75-84 years,23,137573
Kansas,Suicides,85+ years,19,65678
Kansas,Suicides,< 1 year,Suppressed,35325
Kansas,Suicides,All Ages,523,2913314
Kansas,Suicides,Not Stated,Suppressed,Not Applicable
Kansas,all accidents,1-4 years,11,150006
Kansas,all accidents,15-24 years,111,412813
Kansas,all accidents,25-34 years,177,382922
Kansas,all accidents,35-44 years,158,361029
Kansas,all accidents,45-54 years,164,327961
Kansas,all accidents,5-14 years,16,396266
Kansas,all accidents,55-64 years,216,371505
Kansas,all accidents,65-74 years,171,272236
Kansas,all accidents,75-84 years,203,137573
Kansas,all accidents,85+ years,278,65678
Kansas,all accidents,< 1 year,19,35325
Kansas,all accidents,Not Stated,Suppressed,Not Applicable
Kansas,all deaths,1-4 years,34,150006
Kansas,all deaths,15-24 years,286,412813
Kansas,all deaths,25-34 years,495,382922
Kansas,all deaths,35-44 years,692,361029
Kansas,all deaths,45-54 years,1267,327961
Kansas,all deaths,5-14 years,61,396266
Kansas,all deaths,55-64 years,3566,371505
Kansas,all deaths,65-74 years,5232,272236
Kansas,all deaths,75-84 years,6594,137573
Kansas,all deaths,85+ years,9254,65678
Kansas,all deaths,< 1 year,201,35325
Kansas,all deaths,All Ages,27682,2913314
Kansas,all deaths,Not Stated,Suppressed,Not Applicable
Kansas,all diseases,1-4 years,19,150006
Kansas,all diseases,15-24 years,55,412813
Kansas,all diseases,25-34 years,170,382922
Kansas,all diseases,35-44 years,405,361029
Kansas,all diseases,45-54 years,1015,327961
Kansas,all diseases,5-14 years,30,396266
Kansas,all diseases,55-64 years,3263,371505
Kansas,all diseases,65-74 years,5000,272236
Kansas,all diseases,75-84 years,6368,137573
Kansas,all diseases,85+ years,8956,65678
Kansas,all diseases,< 1 year,181,35325
Kansas,all diseases,Not Stated,Suppressed,Not Applicable
Kentucky,Alzheimers Disease,1-4 years,Suppressed,219456
Kentucky,Alzheimers Disease,15-24 years,Suppressed,583798
Kentucky,Alzheimers Disease,25-34 years,Suppressed,587380
Kentucky,Alzheimers Disease,35-44 years,Suppressed,550953
Kentucky,Alzheimers Disease,45-54 years,Suppressed,563662
Kentucky,Alzheimers Disease,5-14 years,Suppressed,560417
Kentucky,Alzheimers Disease,55-64 years,Suppressed,598289
Kentucky,Alzheimers Disease,65-74 years,Suppressed,447876
Kentucky,Alzheimers Disease,75-84 years,Suppressed,220820
Kentucky,Alzheimers Disease,85+ years,Suppressed,81868
Kentucky,Alzheimers Disease,< 1 year,Suppressed,53154
Kentucky,Alzheimers Disease,All Ages,Suppressed,4467673
Kentucky,Alzheimers Disease,Not Stated,Suppressed,Not Applicable
Kentucky,Cancer,1-4 years,Suppressed,219456
Kentucky,Cancer,15-24 years,Suppressed,583798
Kentucky,Cancer,25-34 years,Suppressed,587380
Kentucky,Cancer,35-44 years,Suppressed,550953
Kentucky,Cancer,45-54 years,Suppressed,563662
Kentucky,Cancer,5-14 years,Suppressed,560417
Kentucky,Cancer,55-64 years,Suppressed,598289
Kentucky,Cancer,65-74 years,Suppressed,447876
Kentucky,Cancer,75-84 years,Suppressed,220820
Kentucky,Cancer,85+ years,Suppressed,81868
Kentucky,Cancer,< 1 year,Suppressed,53154
Kentucky,Cancer,All Ages,Suppressed,4467673
Kentucky,Cancer,Not Stated,Suppressed,Not Applicable
Kentucky,Car accidents,1-4 years,Suppressed,219456
Kentucky,Car accidents,15-24 years,97,583798
Kentucky,Car accidents,25-34 years,105,587380
Kentucky,Car accidents,35-44 years,115,550953
Kentucky,Car accidents,45-54 years,116,563662
Kentucky,Car accidents,5-14 years,13,560417
Kentucky,Car accidents,55-64 years,104,598289
Kentucky,Car accidents,65-74 years,75,447876
Kentucky,Car accidents,75-84 years,70,220820
Kentucky,Car accidents,85+ years,34,81868
Kentucky,Car accidents,< 1 year,Suppressed,53154
Kentucky,Car accidents,All Ages,735,4467673
Kentucky,Car accidents,Not Stated,Suppressed,Not Applicable
Kentucky,Cerebrovascular Diseases,1-4 years,Suppressed,219456
Kentucky,Cerebrovascular Diseases,15-24 years,Suppressed,583798
Kentucky,Cerebrovascular Diseases,25-34 years,Suppressed,587380
Kentucky,Cerebrovascular Diseases,35-44 years,Suppressed,550953
Kentucky,Cerebrovascular Diseases,45-54 years,Suppressed,563662
Kentucky,Cerebrovascular Diseases,5-14 years,Suppressed,560417
Kentucky,Cerebrovascular Diseases,55-64 years,Suppressed,598289
Kentucky,Cerebrovascular Diseases,65-74 years,Suppressed,447876
Kentucky,Cerebrovascular Diseases,75-84 years,Suppressed,220820
Kentucky,Cerebrovascular Diseases,85+ years,Suppressed,81868
Kentucky,Cerebrovascular Diseases,< 1 year,Suppressed,53154
Kentucky,Cerebrovascular Diseases,All Ages,Suppressed,4467673
Kentucky,Cerebrovascular Diseases,Not Stated,Suppressed,Not Applicable
Kentucky,Diabetes Disease,1-4 years,Suppressed,219456
Kentucky,Diabetes Disease,15-24 years,Suppressed,583798
Kentucky,Diabetes Disease,25-34 years,Suppressed,587380
Kentucky,Diabetes Disease,35-44 years,Suppressed,550953
Kentucky,Diabetes Disease,45-54 years,Suppressed,563662
Kentucky,Diabetes Disease,5-14 years,Suppressed,560417
Kentucky,Diabetes Disease,55-64 years,Suppressed,598289
Kentucky,Diabetes Disease,65-74 years,Suppressed,447876
Kentucky,Diabetes Disease,75-84 years,Suppressed,220820
Kentucky,Diabetes Disease,85+ years,Suppressed,81868
Kentucky,Diabetes Disease,< 1 year,Suppressed,53154
Kentucky,Diabetes Disease,All Ages,Suppressed,4467673
Kentucky,Diabetes Disease,Not Stated,Suppressed,Not Applicable
Kentucky,Drowning Accidents,1-4 years,Suppressed,219456
Kentucky,Drowning Accidents,15-24 years,Suppressed,583798
Kentucky,Drowning Accidents,25-34 years,Suppressed,587380
Kentucky,Drowning Accidents,35-44 years,Suppressed,550953
Kentucky,Drowning Accidents,45-54 years,Suppressed,563662
Kentucky,Drowning Accidents,5-14 years,Suppressed,560417
Kentucky,Drowning Accidents,55-64 years,Suppressed,598289
Kentucky,Drowning Accidents,65-74 years,Suppressed,447876
Kentucky,Drowning Accidents,75-84 years,Suppressed,220820
Kentucky,Drowning Accidents,85+ years,Suppressed,81868
Kentucky,Drowning Accidents,< 1 year,Suppressed,53154
Kentucky,Drowning Accidents,All Ages,59,4467673
Kentucky,Drowning Accidents,Not Stated,Suppressed,Not Applicable
Kentucky,Heart Diseases,1-4 years,Suppressed,219456
Kentucky,Heart Diseases,15-24 years,Suppressed,583798
Kentucky,Heart Diseases,25-34 years,Suppressed,587380
Kentucky,Heart Diseases,35-44 years,Suppressed,550953
Kentucky,Heart Diseases,45-54 years,Suppressed,563662
Kentucky,Heart Diseases,5-14 years,Suppressed,560417
Kentucky,Heart Diseases,55-64 years,Suppressed,598289
Kentucky,Heart Diseases,65-74 years,Suppressed,447876
Kentucky,Heart Diseases,75-84 years,Suppressed,220820
Kentucky,Heart Diseases,85+ years,Suppressed,81868
Kentucky,Heart Diseases,< 1 year,Suppressed,53154
Kentucky,Heart Diseases,All Ages,Suppressed,4467673
Kentucky,Heart Diseases,Not Stated,Suppressed,Not Applicable
Kentucky,Homicides,1-4 years,Suppressed,219456
Kentucky,Homicides,15-24 years,66,583798
Kentucky,Homicides,25-34 years,59,587380
Kentucky,Homicides,35-44 years,50,550953
Kentucky,Homicides,45-54 years,31,563662
Kentucky,Homicides,5-14 years,Suppressed,560417
Kentucky,Homicides,55-64 years,23,598289
Kentucky,Homicides,65-74 years,Suppressed,447876
Kentucky,Homicides,75-84 years,Suppressed,220820
Kentucky,Homicides,85+ years,Suppressed,81868
Kentucky,Homicides,< 1 year,Suppressed,53154
Kentucky,Homicides,All Ages,250,4467673
Kentucky,Homicides,Not Stated,Suppressed,Not Applicable
Kentucky,Influenza Pneumonia,1-4 years,Suppressed,219456
Kentucky,Influenza Pneumonia,15-24 years,Suppressed,583798
Kentucky,Influenza Pneumonia,25-34 years,Suppressed,587380
Kentucky,Influenza Pneumonia,35-44 years,Suppressed,550953
Kentucky,Influenza Pneumonia,45-54 years,Suppressed,563662
Kentucky,Influenza Pneumonia,5-14 years,Suppressed,560417
Kentucky,Influenza Pneumonia,55-64 years,Suppressed,598289
Kentucky,Influenza Pneumonia,65-74 years,Suppressed,447876
Kentucky,Influenza Pneumonia,75-84 years,Suppressed,220820
Kentucky,Influenza Pneumonia,85+ years,Suppressed,81868
Kentucky,Influenza Pneumonia,< 1 year,Suppressed,53154
Kentucky,Influenza Pneumonia,All Ages,Suppressed,4467673
Kentucky,Influenza Pneumonia,Not Stated,Suppressed,Not Applicable
Kentucky,Liver Disease,1-4 years,Suppressed,219456
Kentucky,Liver Disease,15-24 years,Suppressed,583798
Kentucky,Liver Disease,25-34 years,Suppressed,587380
Kentucky,Liver Disease,35-44 years,Suppressed,550953
Kentucky,Liver Disease,45-54 years,Suppressed,563662
Kentucky,Liver Disease,5-14 years,Suppressed,560417
Kentucky,Liver Disease,55-64 years,Suppressed,598289
Kentucky,Liver Disease,65-74 years,Suppressed,447876
Kentucky,Liver Disease,75-84 years,Suppressed,220820
Kentucky,Liver Disease,85+ years,Suppressed,81868
Kentucky,Liver Disease,< 1 year,Suppressed,53154
Kentucky,Liver Disease,All Ages,Suppressed,4467673
Kentucky,Liver Disease,Not Stated,Suppressed,Not Applicable
Kentucky,Poisoning Accidents,1-4 years,Suppressed,219456
Kentucky,Poisoning Accidents,15-24 years,66,583798
Kentucky,Poisoning Accidents,25-34 years,304,587380
Kentucky,Poisoning Accidents,35-44 years,383,550953
Kentucky,Poisoning Accidents,45-54 years,329,563662
Kentucky,Poisoning Accidents,5-14 years,Suppressed,560417
Kentucky,Poisoning Accidents,55-64 years,198,598289
Kentucky,Poisoning Accidents,65-74 years,46,447876
Kentucky,Poisoning Accidents,75-84 years,11,220820
Kentucky,Poisoning Accidents,85+ years,Suppressed,81868
Kentucky,Poisoning Accidents,< 1 year,Suppressed,53154
Kentucky,Poisoning Accidents,All Ages,1340,4467673
Kentucky,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Kentucky,Respiratory Clrd Disease,1-4 years,Suppressed,219456
Kentucky,Respiratory Clrd Disease,15-24 years,Suppressed,583798
Kentucky,Respiratory Clrd Disease,25-34 years,Suppressed,587380
Kentucky,Respiratory Clrd Disease,35-44 years,Suppressed,550953
Kentucky,Respiratory Clrd Disease,45-54 years,Suppressed,563662
Kentucky,Respiratory Clrd Disease,5-14 years,Suppressed,560417
Kentucky,Respiratory Clrd Disease,55-64 years,Suppressed,598289
Kentucky,Respiratory Clrd Disease,65-74 years,Suppressed,447876
Kentucky,Respiratory Clrd Disease,75-84 years,Suppressed,220820
Kentucky,Respiratory Clrd Disease,85+ years,Suppressed,81868
Kentucky,Respiratory Clrd Disease,< 1 year,Suppressed,53154
Kentucky,Respiratory Clrd Disease,All Ages,Suppressed,4467673
Kentucky,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Kentucky,Suffocation Accidents,1-4 years,Suppressed,219456
Kentucky,Suffocation Accidents,15-24 years,Suppressed,583798
Kentucky,Suffocation Accidents,25-34 years,Suppressed,587380
Kentucky,Suffocation Accidents,35-44 years,Suppressed,550953
Kentucky,Suffocation Accidents,45-54 years,Suppressed,563662
Kentucky,Suffocation Accidents,5-14 years,Suppressed,560417
Kentucky,Suffocation Accidents,55-64 years,19,598289
Kentucky,Suffocation Accidents,65-74 years,16,447876
Kentucky,Suffocation Accidents,75-84 years,14,220820
Kentucky,Suffocation Accidents,85+ years,28,81868
Kentucky,Suffocation Accidents,< 1 year,14,53154
Kentucky,Suffocation Accidents,All Ages,109,4467673
Kentucky,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Kentucky,Suicides,1-4 years,Suppressed,219456
Kentucky,Suicides,15-24 years,86,583798
Kentucky,Suicides,25-34 years,125,587380
Kentucky,Suicides,35-44 years,147,550953
Kentucky,Suicides,45-54 years,119,563662
Kentucky,Suicides,5-14 years,Suppressed,560417
Kentucky,Suicides,55-64 years,142,598289
Kentucky,Suicides,65-74 years,85,447876
Kentucky,Suicides,75-84 years,32,220820
Kentucky,Suicides,85+ years,12,81868
Kentucky,Suicides,< 1 year,Suppressed,53154
Kentucky,Suicides,All Ages,756,4467673
Kentucky,Suicides,Not Stated,Suppressed,Not Applicable
Kentucky,all accidents,1-4 years,22,219456
Kentucky,all accidents,15-24 years,190,583798
Kentucky,all accidents,25-34 years,434,587380
Kentucky,all accidents,35-44 years,544,550953
Kentucky,all accidents,45-54 years,528,563662
Kentucky,all accidents,5-14 years,30,560417
Kentucky,all accidents,55-64 years,419,598289
Kentucky,all accidents,65-74 years,293,447876
Kentucky,all accidents,75-84 years,318,220820
Kentucky,all accidents,85+ years,322,81868
Kentucky,all accidents,< 1 year,21,53154
Kentucky,all accidents,Not Stated,Suppressed,Not Applicable
Kentucky,all deaths,1-4 years,57,219456
Kentucky,all deaths,15-24 years,450,583798
Kentucky,all deaths,25-34 years,995,587380
Kentucky,all deaths,35-44 years,1648,550953
Kentucky,all deaths,45-54 years,3316,563662
Kentucky,all deaths,5-14 years,97,560417
Kentucky,all deaths,55-64 years,7436,598289
Kentucky,all deaths,65-74 years,10500,447876
Kentucky,all deaths,75-84 years,12161,220820
Kentucky,all deaths,85+ years,12063,81868
Kentucky,all deaths,< 1 year,266,53154
Kentucky,all deaths,All Ages,48990,4467673
Kentucky,all deaths,Not Stated,Suppressed,Not Applicable
Kentucky,all diseases,1-4 years,33,219456
Kentucky,all diseases,15-24 years,97,583798
Kentucky,all diseases,25-34 years,365,587380
Kentucky,all diseases,35-44 years,893,550953
Kentucky,all diseases,45-54 years,2626,563662
Kentucky,all diseases,5-14 years,54,560417
Kentucky,all diseases,55-64 years,6836,598289
Kentucky,all diseases,65-74 years,10108,447876
Kentucky,all diseases,75-84 years,11803,220820
Kentucky,all diseases,85+ years,11729,81868
Kentucky,all diseases,< 1 year,243,53154
Kentucky,all diseases,Not Stated,Suppressed,Not Applicable
Louisiana,Alzheimers Disease,1-4 years,Suppressed,243459
Louisiana,Alzheimers Disease,15-24 years,Suppressed,597268
Louisiana,Alzheimers Disease,25-34 years,Suppressed,658227
Louisiana,Alzheimers Disease,35-44 years,Suppressed,589854
Louisiana,Alzheimers Disease,45-54 years,Suppressed,548348
Louisiana,Alzheimers Disease,5-14 years,Suppressed,607936
Louisiana,Alzheimers Disease,55-64 years,Suppressed,604670
Louisiana,Alzheimers Disease,65-74 years,Suppressed,442534
Louisiana,Alzheimers Disease,75-84 years,Suppressed,216431
Louisiana,Alzheimers Disease,85+ years,Suppressed,82057
Louisiana,Alzheimers Disease,< 1 year,Suppressed,58010
Louisiana,Alzheimers Disease,All Ages,Suppressed,4648794
Louisiana,Alzheimers Disease,Not Stated,Suppressed,Not Applicable
Louisiana,Cancer,1-4 years,Suppressed,243459
Louisiana,Cancer,15-24 years,Suppressed,597268
Louisiana,Cancer,25-34 years,Suppressed,658227
Louisiana,Cancer,35-44 years,Suppressed,589854
Louisiana,Cancer,45-54 years,Suppressed,548348
Louisiana,Cancer,5-14 years,Suppressed,607936
Louisiana,Cancer,55-64 years,Suppressed,604670
Louisiana,Cancer,65-74 years,Suppressed,442534
Louisiana,Cancer,75-84 years,Suppressed,216431
Louisiana,Cancer,85+ years,Suppressed,82057
Louisiana,Cancer,< 1 year,Suppressed,58010
Louisiana,Cancer,All Ages,Suppressed,4648794
Louisiana,Cancer,Not Stated,Suppressed,Not Applicable
Louisiana,Car accidents,1-4 years,Suppressed,243459
Louisiana,Car accidents,15-24 years,98,597268
Louisiana,Car accidents,25-34 years,126,658227
Louisiana,Car accidents,35-44 years,143,589854
Louisiana,Car accidents,45-54 years,107,548348
Louisiana,Car accidents,5-14 years,18,607936
Louisiana,Car accidents,55-64 years,86,604670
Louisiana,Car accidents,65-74 years,60,442534
Louisiana,Car accidents,75-84 years,53,216431
Louisiana,Car accidents,85+ years,25,82057
Louisiana,Car accidents,< 1 year,Suppressed,58010
Louisiana,Car accidents,All Ages,728,4648794
Louisiana,Car accidents,Not Stated,Suppressed,Not Applicable
Louisiana,Cerebrovascular Diseases,1-4 years,Suppressed,243459
Louisiana,Cerebrovascular Diseases,15-24 years,Suppressed,597268
Louisiana,Cerebrovascular Diseases,25-34 years,Suppressed,658227
Louisiana,Cerebrovascular Diseases,35-44 years,Suppressed,589854
Louisiana,Cerebrovascular Diseases,45-54 years,Suppressed,548348
Louisiana,Cerebrovascular Diseases,5-14 years,Suppressed,607936
Louisiana,Cerebrovascular Diseases,55-64 years,Suppressed,604670
